,seen_m1,seen_m2,seen_m3,seen_m4,seen_m5,seen_m6,rate_m1,rate_m2,rate_m3,rate_m4,rate_m5,rate_m6,rate_han,rate_luke,rate_leia,rate_anakin,rate_obiwan,rate_palpatine,rate_vader,rate_lando,rate_boba,rate_c3p0,rate_r2d2,rate_jarjar,rate_padme,rate_yoda,house_income,edu,seen_any_Yes,fan_sw_No,fan_sw_Yes,shot_first_Greedo,shot_first_Han,shot_first_idk,know_eu_No,know_eu_Yes,fan_eu_No,fan_eu_Yes,fan_st_No,fan_st_Yes,gender_Female,gender_Male,region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,age_min
1028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,2,2,2,1,2,-1,-2,-1,2,2,0,0,0,2,0.0,14.0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,60.0
1030,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,5.0,1.0,2.0,4.0,1,2,2,1,2,0,-2,-1,0,2,2,2,2,2,1.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,45.0
1036,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,1.0,2.0,1,2,1,1,2,-2,-1,0,-1,1,2,1,1,2,0.0,14.0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,30.0
1037,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,2.0,1.0,0,2,1,0,2,0,-1,0,0,0,1,-1,0,2,1.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,45.0
1039,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,1.0,2.0,3.0,1,1,1,1,2,-2,-1,0,0,0,0,-2,1,2,1.0,12.0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,18.0
1040,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,6.0,2.0,1.0,3.0,0,1,0,-1,1,0,-1,-1,0,1,1,-1,1,2,1.0,19.0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,45.0
1042,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,6.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,18.0
1044,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,2.0,4.0,5.0,2,1,1,1,2,-2,-2,2,1,2,2,-1,2,2,0.0,16.0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,18.0
1047,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,6.0,1.0,2.0,2,2,2,2,2,1,2,2,2,2,2,2,1,2,0.0,14.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,60.0
1048,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,3.0,2.0,1.0,4.0,2,1,1,0,2,1,2,0,0,1,1,2,1,2,1.0,14.0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,45.0
1050,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,6.0,1.0,4.0,2,2,1,1,2,1,0,0,0,1,1,1,1,2,0.0,14.0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,60.0
1051,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,3.0,1.0,2,1,2,0,2,-2,1,1,0,1,2,-1,0,2,1.0,19.0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,60.0
1056,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,2.0,1.0,1,2,2,2,2,0,-2,-1,-2,2,2,1,1,2,1.0,16.0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,45.0
1057,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,3.0,2.0,1.0,2,1,2,2,2,-2,-1,1,2,1,2,-2,1,2,1.0,16.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,18.0
1058,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,1.0,2.0,3.0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1.0,19.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,30.0
1059,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,3.0,2.0,1.0,1,1,2,0,1,0,1,1,1,1,1,2,2,2,0.0,19.0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,60.0
1067,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,1.0,2.0,2,2,2,2,2,0,1,0,-1,2,2,1,0,2,1.0,19.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,45.0
1068,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,2.0,3.0,1.0,1,1,1,1,2,-2,-2,-1,-1,2,2,1,1,2,0.0,14.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,45.0
1069,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,3.0,2.0,1.0,2,2,2,-1,2,1,2,1,2,1,1,-2,0,1,1.0,19.0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,30.0
1070,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,1.0,1,2,2,1,1,0,-2,0,0,2,2,-2,0,2,0.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,30.0
1071,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,3.0,1.0,2.0,2,1,2,0,0,0,1,0,1,-1,1,-2,1,0,1.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,30.0
1072,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,3.0,1.0,2,2,2,2,2,0,-2,0,-1,2,2,1,2,2,1.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,18.0
1073,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,1.0,2.0,3.0,2,2,2,2,2,1,1,1,0,2,2,-2,1,2,1.0,19.0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,60.0
1076,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,3.0,2.0,0,2,0,0,2,0,2,0,0,1,1,0,0,2,0.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,45.0
1078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,0,2,2,0,1,0,0,0,0,2,2,0,0,1,1.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,45.0
1079,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,1,1,1,1,1,0,-2,1,-1,1,1,0,0,1,1.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,60.0
1081,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,3.0,2.0,1.0,2,2,2,2,2,1,2,1,2,2,2,-2,1,2,0.0,12.0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,30.0
1083,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,6.0,3.0,2,2,2,1,1,1,0,1,2,0,2,0,0,2,0.0,14.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,60.0
1086,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,2,2,2,2,2,0,-1,1,2,2,2,1,0,0,0.0,16.0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,60.0
1087,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,2,2,2,-2,2,0,-2,1,0,2,2,0,0,2,1.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,60.0
1088,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,2,2,2,0,2,0,0,0,0,2,2,0,0,2,1.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,45.0
1090,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,3.0,2.0,2,2,2,1,2,0,2,0,0,2,2,1,0,2,0.0,14.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,18.0
1091,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,3.0,2.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.0,16.0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,45.0
1092,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,6.0,1,1,1,0,0,0,-1,0,0,1,1,0,0,1,0.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,30.0
1096,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,6.0,1.0,2.0,0,1,1,0,1,-1,-1,0,0,1,1,0,0,1,0.0,14.0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,60.0
1097,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,1.0,3.0,2.0,1,2,2,-1,1,-2,-1,0,0,1,2,-2,1,2,1.0,19.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,18.0
1098,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,2,2,1,2,0,2,2,0,2,2,-2,0,2,1.0,14.0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,45.0
1099,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,1.0,3.0,2.0,2,2,2,-2,2,2,2,1,0,2,2,-2,-2,2,1.0,19.0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,18.0
1100,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,2.0,1.0,3.0,2,2,2,0,2,0,1,-1,2,2,2,-2,1,1,1.0,16.0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,30.0
1101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,3.0,2,1,-1,1,2,0,-2,0,0,1,1,1,0,1,1.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,60.0
1102,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,1,1,1,1,2,0,0,0,0,1,1,0,0,1,1.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,60.0
1103,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,2,2,2,2,0,0,1,0,2,2,-1,0,2,1.0,16.0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,45.0
1104,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,6.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,18.0
1110,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,1,1,1,0,0,0,-2,0,0,2,2,0,0,1,1.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,45.0
1112,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,6.0,1.0,2.0,4.0,2,2,2,-1,2,0,1,1,2,2,2,1,0,2,1.0,19.0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,45.0
1113,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,2.0,3.0,1.0,2,1,1,0,2,-1,0,0,0,1,2,-1,0,2,1.0,14.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,18.0
1114,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,3.0,4.0,1.0,2.0,1,1,1,-1,2,1,1,1,1,-1,1,-1,-1,1,1.0,16.0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,18.0
1117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,12.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,45.0
1118,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19.0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,18.0
1119,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,6.0,4.0,2,2,0,2,0,0,-2,1,0,1,1,0,0,1,0.0,19.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,18.0
1123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,2.0,4.0,3.0,1,2,2,1,1,-2,-1,0,0,1,0,2,2,2,1.0,19.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,45.0
1126,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,1,1,2,1,2,0,1,0,1,1,0,0,1,1,0.0,14.0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,18.0
1127,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,2,2,2,2,2,-1,-1,0,0,2,2,-2,0,2,1.0,19.0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,45.0
1128,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,3.0,1.0,2,2,2,-1,2,0,2,1,1,1,2,-1,1,2,1.0,16.0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,18.0
1129,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,1.0,2.0,3.0,2,2,2,0,2,1,1,0,0,1,1,-1,2,2,1.0,14.0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,30.0
1130,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,14.0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,18.0
1133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,6.0,4.0,3.0,2,2,2,1,2,0,1,0,0,1,2,-2,0,0,1.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,45.0
1134,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,2.0,1.0,3.0,2,2,2,0,2,0,2,1,1,2,2,-2,0,2,1.0,19.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,30.0
1138,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,6.0,2.0,3.0,2,2,2,2,2,0,-2,0,0,2,2,1,0,2,1.0,19.0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,60.0
1144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,2,2,-2,2,2,1,2,1,0,0,0,0,0,2,1.0,19.0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,60.0
1145,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,4.0,1.0,2.0,1,1,2,1,1,0,2,1,0,0,0,0,0,2,1.0,19.0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,45.0
1146,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,6.0,1.0,2.0,2,2,2,0,2,-1,-2,0,0,1,1,0,2,2,1.0,16.0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,60.0
1147,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,3.0,1.0,2.0,2,2,2,2,2,1,2,1,1,2,2,-2,1,2,1.0,12.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,45.0
1149,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,4.0,6.0,1,1,1,2,2,-2,1,0,0,1,2,2,2,2,1.0,19.0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,30.0
1152,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,1.0,2.0,3.0,2,2,2,1,2,-2,0,-1,-1,2,2,-1,1,2,0.0,14.0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,18.0
1154,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,1.0,2.0,3.0,2,2,2,2,2,0,2,2,0,2,2,-2,0,2,1.0,14.0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,60.0
1155,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,2,2,1,2,0,2,2,2,2,2,2,0,2,1.0,19.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,45.0
1156,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,2.0,1.0,2,2,2,2,2,2,-2,0,1,2,2,2,2,2,1.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,30.0
1158,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,6.0,2,2,2,0,2,0,1,0,0,2,2,0,0,2,0.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,45.0
1160,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,5.0,6.0,1.0,1,2,1,1,2,1,1,1,1,1,2,2,1,2,0.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,18.0
1162,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,1,1,1,-2,0,2,-2,0,-1,2,2,0,1,2,0.0,19.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,18.0
1164,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,6.0,1.0,2.0,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1.0,19.0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,45.0
1165,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,3.0,1.0,2.0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,1.0,16.0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,30.0
1166,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,1.0,4.0,3.0,2.0,2,2,2,2,2,-1,1,0,1,1,1,-1,2,2,1.0,14.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,18.0
1169,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,1.0,2.0,2,2,2,0,2,1,2,2,1,2,2,-2,-1,2,0.0,16.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,45.0
1171,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,5.0,3.0,4.0,2,2,2,1,2,2,2,-1,-2,2,2,0,0,-1,0.0,16.0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,60.0
1175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,2.0,5.0,2,0,1,2,1,0,2,0,1,1,2,0,0,1,1.0,19.0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,45.0
1176,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,45.0
1177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,2,1,2,2,1,0,0,0,0,2,2,2,0,2,1.0,14.0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,60.0
1179,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,2,2,2,0,2,0,-2,0,0,2,2,0,0,2,0.0,14.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,45.0
1180,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,2.0,1.0,6.0,2,2,2,1,2,1,2,1,1,2,2,1,1,2,0.0,14.0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,45.0
1181,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,6.0,3.0,2.0,1.0,2,1,1,1,2,1,1,1,1,2,2,1,1,2,0.0,14.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,18.0
1182,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,3.0,1.0,2,1,2,-1,2,0,-2,1,0,1,2,-1,-1,2,1.0,16.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,30.0
1184,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,6.0,5.0,2.0,1.0,2,0,2,2,2,0,2,1,2,1,1,2,1,2,1.0,14.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,45.0
1185,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,3.0,4.0,5.0,2,2,2,-2,2,-2,2,-2,0,1,1,-2,0,-2,1.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,60.0
